Exam,Section(s),Day,Date,Start,Finish,Location,,,,,,
SYDE 101L,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SYDE 111,"001,002",Friday,"December 16, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 113,"001,002",Monday,"December 19, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 121,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 161,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 181,001,Tuesday,"December 20, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 182,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SYDE 212,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SYDE 252,001,Monday,"December 19, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SYDE 252,002,Friday,"December 9, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 262,001,Friday,"December 9, 2016",7:30 PM,10:00 PM,TBA,,,,,,
SYDE 286,001,Thursday,"December 15, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SYDE 292,001,Tuesday,"December 13, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 411,001,Thursday,"December 15, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SYDE 553,001,Thursday,"December 8, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SYDE 575,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,TBA,,,,,,
VCULT 100,001,Monday,"December 12, 2016",7:30 PM,10:00 PM,M3 1006,,,,,,
WS 108E,001,Wednesday,"December 14, 2016",4:00 PM,6:30 PM,TBA,,,,,,
WS 205,001,Wednesday,"December 21, 2016",12:30 PM,3:00 PM,TBA,,,,,,
WS 206,001,Monday,"December 12, 2016",7:30 PM,10:00 PM,TBA,,,,,,
WS 222,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
WS 306,001,Friday,"December 9, 2016",9:00 AM,11:30 AM,TBA,,,,,,
