Exam,Section(s),Day,Day/Date,Start,Finish,Location,,,,,,,,,,,
PHYS 111,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHYS 112,001-003,Tuesday,"April 23, 2019",12:30 PM,3:00 PM,"PAC 3,4,5,6,7,8",,,,,,,,,,,
PHYS 121,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHYS 122,"001,002",Thursday,"April 18, 2019",7:30 PM,10:00 PM,"PAC 4,5,6,7",,,,,,,,,,,
PHYS 122L,001-003,Wednesday,"April 24, 2019",12:30 PM,1:30 PM,DC 1350,,,,,,,,,,,
PHYS 124,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,
PHYS 125,001,Thursday,"April 18, 2019",4:00 PM,6:30 PM,STC 0020,,,,,,,,,,,
PHYS 132L,001-004,Wednesday,"April 24, 2019",12:30 PM,1:30 PM,DC 1351,,,,,,,,,,,
PHYS 175,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,"PAC 7,8",,,,,,,,,,,
PHYS 233,001,Friday,"April 26, 2019",12:30 PM,3:00 PM,PAC 5,,,,,,,,,,,
PHYS 234,001,Wednesday,"April 24, 2019",4:00 PM,6:30 PM,PAC 8,,,,,,,,,,,
PHYS 239,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
PHYS 242,001,Thursday,"April 25, 2019",12:30 PM,3:00 PM,DC 1350,,,,,,,,,,,
PHYS 263,001,Thursday,"April 18, 2019",9:00 AM,11:30 AM,STC 0010,,,,,,,,,,,
PHYS 270,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,PHY 352,,,,,,,,,,,
PHYS 280,001,Monday,"April 15, 2019",4:00 PM,6:30 PM,PHY 145,,,,,,,,,,,
PHYS 334,001,Tuesday,"April 23, 2019",7:30 PM,10:00 PM,"PAC UPPER 9,10,11",,,,,,,,,,,
PHYS 335,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,MC 4061,,,,,,,,,,,
PHYS 359,001,Thursday,"April 11, 2019",7:30 PM,10:00 PM,"PAC UPPER 9,10,11",,,,,,,,,,,
PHYS 365,001,Friday,"April 26, 2019",4:00 PM,6:30 PM,STC 0040,,,,,,,,,,,
PHYS 383,001,Tuesday,"April 16, 2019",12:30 PM,3:00 PM,PHY 150,,,,,,,,,,,
PHYS 391,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,PHY 308,,,,,,,,,,,
PHYS 392,001,Tuesday,"April 23, 2019",9:00 AM,11:30 AM,PHY 150,,,,,,,,,,,
PHYS 394,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,PHY 150,,,,,,,,,,,
PHYS 435,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,PHY 150,,,,,,,,,,,
PHYS 444,001,Thursday,"April 25, 2019",12:30 PM,3:00 PM,PHY 145,,,,,,,,,,,
PHYS 467,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,DC 1350,,,,,,,,,,,
PHYS 468,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,PAC UPPER 9,,,,,,,,,,,
PHYS 476,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,"MC 4020,4021",,,,,,,,,,,
PHYS 483,001,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,PHY 352,,,,,,,,,,,
PHYS 768,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,PAC UPPER 9,,,,,,,,,,,
PLAN 203,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,"PAC UPPER 9,10,11",,,,,,,,,,,
PLAN 233,001,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,M3 1006,,,,,,,,,,,
PLAN 281,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,
PLAN 341,001,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,"PAC UPPER 9,10,11",,,,,,,,,,,
PLAN 353,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,MC 4040,,,,,,,,,,,
PLAN 471,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,DC 1350,,,,,,,,,,,
PLAN 478,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,RCH 302,,,,,,,,,,,
PLAN 630,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,DC 1350,,,,,,,,,,,
PLAN 678,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,RCH 302,,,,,,,,,,,
PMATH 331,001,Thursday,"April 25, 2019",9:00 AM,11:30 AM,PAC 3,,,,,,,,,,,
PMATH 332,001,Tuesday,"April 16, 2019",7:30 PM,10:00 PM,PAC 3,,,,,,,,,,,
PMATH 333,001,Monday,"April 15, 2019",4:00 PM,6:30 PM,PAC 1,,,,,,,,,,,
PMATH 334,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,PAC UPPER 9,,,,,,,,,,,
PMATH 340,001,Friday,"April 26, 2019",4:00 PM,6:30 PM,STC 0010,,,,,,,,,,,
PMATH 348,001,Monday,"April 22, 2019",9:00 AM,11:30 AM,STC 0040,,,,,,,,,,,
PMATH 352,001,Saturday,"April 13, 2019",12:30 PM,3:00 PM,PAC UPPER 11,,,,,,,,,,,
PMATH 365,001,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,PAC 3,,,,,,,,,,,
PMATH 399,001,Wednesday,"April 24, 2019",4:00 PM,6:30 PM,PAC UPPER 10,,,,,,,,,,,
PMATH 441,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,MC 4020,,,,,,,,,,,
PMATH 446,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,MC 4060,,,,,,,,,,,
PMATH 450,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,MC 4020,,,,,,,,,,,
PMATH 451,001,Thursday,"April 18, 2019",9:00 AM,11:30 AM,MC 4060,,,,,,,,,,,
PMATH 467,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,MC 4040,,,,,,,,,,,
PMATH 641,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,MC 4020,,,,,,,,,,,
PMATH 646,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,MC 4060,,,,,,,,,,,
PMATH 650,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,MC 4020,,,,,,,,,,,
PMATH 451,001,Thursday,"April 18, 2019",9:00 AM,11:30 AM,MC 4060,,,,,,,,,,,
PMATH 667,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,MC 4040,,,,,,,,,,,
PORT 102,001,Tuesday,"April 23, 2019",4:00 PM,6:00 PM,PAC UPPER 11,,,,,,,,,,,
PSCI 150,"001,002",Friday,"April 12, 2019",12:30 PM,3:00 PM,"PAC 4,5,6",,,,,,,,,,,
PSCI 244,001,Monday,"April 22, 2019",12:30 PM,2:00 PM,MC 4040,,,,,,,,,,,
PSCI 281,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,PAC UPPER 10,,,,,,,,,,,
PSCI 283,001,Tuesday,"April 23, 2019",12:30 PM,3:00 PM,STC 0010,,,,,,,,,,,
PSCI 389,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
PSYCH 101,001,Thursday,"April 11, 2019",4:00 PM,6:00 PM,"PAC 1,2,3,8",,,,,,,,,,,
PSYCH 101,002,Thursday,"April 11, 2019",4:00 PM,6:30 PM,"STC 1012,0060,0050",,,,,,,,,,,
PSYCH 101,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PSYCH 207,001,Thursday,"April 11, 2019",4:00 PM,6:00 PM,"PAC 4,5,6,7",,,,,,,,,,,
PSYCH 212R,001,Monday,"April 15, 2019",9:00 AM,11:00 AM,REN 2106,,,,,,,,,,,
PSYCH 253,001,Wednesday,"April 24, 2019",4:00 PM,6:30 PM,"PAC 6,7",,,,,,,,,,,
PSYCH 253,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PSYCH 257,001,Tuesday,"April 16, 2019",7:30 PM,9:00 PM,"STC 1012,0050,0060",,,,,,,,,,,
PSYCH 261,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PSYCH 291,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PSYCH 292,001,Thursday,"April 25, 2019",9:00 AM,11:30 AM,"PAC 1,2",,,,,,,,,,,
PSYCH 312,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PSYCH 317,001,Monday,"April 15, 2019",7:30 PM,10:00 PM,DC 1350,,,,,,,,,,,
PSYCH 334R,001,Monday,"April 15, 2019",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,,
PSYCH 336,001,Tuesday,"April 23, 2019",9:00 AM,11:30 AM,DC 1350,,,,,,,,,,,
PSYCH 349R,001,Tuesday,"April 16, 2019",4:00 PM,5:30 PM,REN 2106,,,,,,,,,,,
PSYCH 391,001,Wednesday,"April 10, 2019",4:00 PM,6:00 PM,MC 4021,,,,,,,,,,,
PSYCH 492,001,Tuesday,"April 16, 2019",7:30 PM,9:30 PM,STC 0040,,,,,,,,,,,
QIC 750,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,PAC UPPER 9,,,,,,,,,,,
REC 100,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
REC 100,082,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
REC 251,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
REC 362,001,Wednesday,"April 10, 2019",4:00 PM,5:00 PM,STC 1012,,,,,,,,,,,
REC 383,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,MC 4021,,,,,,,,,,,
REES 385,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,DWE 3522A,,,,,,,,,,,
RS 152,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,CGR 1302,,,,,,,,,,,
RS 275,001,Thursday,"April 11, 2019",7:30 PM,10:00 PM,RCH 105,,,,,,,,,,,
SCI 201,001,Thursday,"April 25, 2019",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,,
SCI 238,001,Friday,"April 26, 2019",12:30 PM,3:00 PM,PAC 4,,,,,,,,,,,
SCI 250,001,Friday,"April 12, 2019",7:30 PM,10:00 PM,PAC 1,,,,,,,,,,,
SDS 150R,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SDS 150R,001-003,Tuesday,"April 23, 2019",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,,
SDS 210R,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SDS 250R,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SDS 357R,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SDS 367R,001,Thursday,"April 18, 2019",12:30 PM,3:00 PM,REN 2106,,,,,,,,,,,
SE 350,001,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,DC 1350,,,,,,,,,,,
SE 465,001,Tuesday,"April 23, 2019",12:30 PM,3:00 PM,DC 1350,,,,,,,,,,,
SI 101R,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SI 102R,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SI 251R,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,REN 2107,,,,,,,,,,,
SMF 101,001,Friday,"April 26, 2019",12:30 PM,3:00 PM,SJ2 1004,,,,,,,,,,,
SMF 204,001,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,SJ2 1002,,,,,,,,,,,
SMF 207,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
SMF 230,001,Tuesday,"April 16, 2019",7:30 PM,10:00 PM,SJ2 2007,,,,,,,,,,,
SOC 101,001,Friday,"April 26, 2019",4:00 PM,6:30 PM,STP 105,,,,,,,,,,,
SOC 101,002,Tuesday,"April 23, 2019",12:30 PM,2:30 PM,DC 1351,,,,,,,,,,,
SOC 222,001,Monday,"April 22, 2019",9:00 AM,11:30 AM,DC 1351,,,,,,,,,,,
SOC 229,001,Saturday,"April 13, 2019",12:30 PM,2:30 PM,SJ2 1004,,,,,,,,,,,
SOC 229,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SOC 280,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,"PAC UPPER 9,10,11",,,,,,,,,,,
SOC 327,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SOC 352,001,Wednesday,"April 10, 2019",4:00 PM,5:00 PM,STC 1012,,,,,,,,,,,
SOC 419,001,Wednesday,"April 17, 2019",9:00 AM,11:30 AM,MC 4041,,,,,,,,,,,
SOCWK 120R,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SOCWK 220R,001,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,REN 2106,,,,,,,,,,,
SOCWK 300R,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,REN 2106,,,,,,,,,,,
SPAN 101,001-004,Saturday,"April 13, 2019",12:30 PM,2:30 PM,"STC 0040,0050",,,,,,,,,,,
SPAN 102,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
SPAN 102,"001,002",Wednesday,"April 17, 2019",12:30 PM,2:30 PM,STC 0010,,,,,,,,,,,
SPAN 201B,001,Wednesday,"April 17, 2019",9:00 AM,11:00 AM,MC 4058,,,,,,,,,,,
SPCOM 226,001,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,EV3 3412,,,,,,,,,,,
SPCOM 401,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,EV3 3412,,,,,,,,,,,
STAT 202,"001,002",Tuesday,"April 16, 2019",7:30 PM,10:00 PM,"PAC 4,5,6",,,,,,,,,,,
STAT 211,001-003,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,"PAC 4,5,6,7",,,,,,,,,,,
STAT 220,001,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,MC 4058,,,,,,,,,,,
STAT 221,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,MC 4063,,,,,,,,,,,
STAT 230,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
STAT 230,001-003,Tuesday,"April 23, 2019",7:30 PM,10:00 PM,"PAC 4,5,6,7,8",,,,,,,,,,,
STAT 231,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
STAT 231,001-004,Wednesday,"April 17, 2019",9:00 AM,11:30 AM,"PAC 4,5,6,7,8",,,,,,,,,,,
STAT 241,001,Wednesday,"April 24, 2019",9:00 AM,11:30 AM,STC 0010,,,,,,,,,,,
STAT 316,001,Monday,"April 15, 2019",7:30 PM,10:00 PM,PAC 1,,,,,,,,,,,
STAT 321,001,Tuesday,"April 23, 2019",9:00 AM,11:30 AM,MC 4061,,,,,,,,,,,
STAT 330,"001,002",Tuesday,"April 23, 2019",7:30 PM,10:00 PM,"PAC 1,2,3",,,,,,,,,,,
STAT 331,001,Thursday,"April 25, 2019",7:30 PM,10:00 PM,"PAC 1,2",,,,,,,,,,,
STAT 332,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,"PAC 3,8",,,,,,,,,,,
STAT 333,001,Friday,"April 26, 2019",12:30 PM,3:00 PM,"PAC 1,2,3",,,,,,,,,,,
STAT 340,"001,002",Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
STAT 341,001,Friday,"April 12, 2019",9:00 AM,11:30 AM,"STC 0040,0050",,,,,,,,,,,
STAT 371,001,Tuesday,"April 23, 2019",12:30 PM,3:00 PM,MC 4020,,,,,,,,,,,
STAT 372,001,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,DC 1351,,,,,,,,,,,
STAT 431,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,"PAC 7,8",,,,,,,,,,,
STAT 435,001,Thursday,"April 18, 2019",4:00 PM,6:30 PM,MC 4063,,,,,,,,,,,
STAT 436,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,MC 4063,,,,,,,,,,,
STAT 437,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,MC 4060,,,,,,,,,,,
STAT 440,001,Wednesday,"April 10, 2019",7:30 PM,10:00 PM,DC 1350,,,,,,,,,,,
STAT 441,001,Friday,"April 12, 2019",7:30 PM,10:00 PM,PAC 7,,,,,,,,,,,
STAT 442,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,PAC UPPER 10,,,,,,,,,,,
STAT 443,001,Monday,"April 22, 2019",7:30 PM,10:00 PM,"PAC 1,2",,,,,,,,,,,
STAT 450,001,Thursday,"April 25, 2019",12:30 PM,3:00 PM,DC 1351,,,,,,,,,,,
STAT 835,001,Thursday,"April 18, 2019",4:00 PM,6:30 PM,MC 4063,,,,,,,,,,,
STAT 836,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,MC 4063,,,,,,,,,,,
STAT 840,001,Wednesday,"April 10, 2019",7:30 PM,10:00 PM,DC 1350,,,,,,,,,,,
STAT 841,001,Friday,"April 12, 2019",7:30 PM,10:00 PM,PAC 7,,,,,,,,,,,
STAT 842,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,PAC UPPER 10,,,,,,,,,,,
SYDE 112,001,Wednesday,"April 10, 2019",7:30 PM,10:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 114,001,Friday,"April 12, 2019",9:00 AM,11:30 AM,"E5 6006, 6008",,,,,,,,,,,
SYDE 182,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,"E5 3101, 3102",,,,,,,,,,,
SYDE 211,001,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 223,001,Thursday,"April 18, 2019",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,,
SYDE 261,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 283,001,Tuesday,"April 16, 2019",12:30 PM,3:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 285,001,Wednesday,"April 17, 2019",4:00 PM,6:30 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 312,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 322,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,E5 6004,,,,,,,,,,,
SYDE 332,001,Tuesday,"April 23, 2019",12:30 PM,3:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 334,001,Thursday,"April 25, 2019",7:30 PM,10:00 PM,"PAC 1,2",,,,,,,,,,,
SYDE 348,001,Thursday,"April 18, 2019",9:00 AM,11:30 AM,E2 1792,,,,,,,,,,,
SYDE 351,001,Monday,"April 15, 2019",9:00 AM,11:30 AM,"E7 3343, 3353",,,,,,,,,,,
SYDE 352,001,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 372,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,"E5 6006, 6008",,,,,,,,,,,
SYDE 384,001,Monday,"April 22, 2019",9:00 AM,11:30 AM,"E5 6006, 6008",,,,,,,,,,,
WS 101,001,Thursday,"April 25, 2019",12:30 PM,3:00 PM,EV1 132,,,,,,,,,,,
